SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
18531,4/25/2020,Diamond Princess cruise ship,Canada,4/26/2020 2:31,0,1,0
18573,4/25/2020,Manitoba,Canada,4/26/2020 2:31,267,6,0
18586,4/25/2020,New Brunswick,Canada,4/26/2020 2:31,118,0,0
18593,4/25/2020,Newfoundland and Labrador,Canada,4/26/2020 2:31,257,3,0
18599,4/25/2020,Northwest Territories,Canada,4/26/2020 2:31,5,0,0
18602,4/25/2020,Ontario,Canada,4/26/2020 2:31,15012,916,0
18605,4/25/2020,Prince Edward Island,Canada,4/26/2020 2:31,26,0,0
18608,4/25/2020,Quebec,Canada,4/26/2020 2:31,23267,1446,0
18610,4/25/2020,Recovered,Canada,4/26/2020 2:31,0,0,16013
18616,4/25/2020,Saskatchewan,Canada,4/26/2020 2:31,349,4,0
18644,4/25/2020,Yukon,Canada,4/26/2020 2:31,11,0,0
18830,4/26/2020,Alberta,Canada,4/27/2020 2:31,4480,73,0
18840,4/26/2020,British Columbia,Canada,4/27/2020 2:31,1948,100,0
18850,4/26/2020,Diamond Princess cruise ship,Canada,4/27/2020 2:31,0,1,0
18892,4/26/2020,Manitoba,Canada,4/27/2020 2:31,271,6,0
18905,4/26/2020,New Brunswick,Canada,4/27/2020 2:31,118,0,0
18912,4/26/2020,Newfoundland and Labrador,Canada,4/27/2020 2:31,258,3,0
18918,4/26/2020,Northwest Territories,Canada,4/27/2020 2:31,5,0,0
18921,4/26/2020,Ontario,Canada,4/27/2020 2:31,15568,960,0
18924,4/26/2020,Prince Edward Island,Canada,4/27/2020 2:31,26,0,0
18927,4/26/2020,Quebec,Canada,4/27/2020 2:31,24109,1516,0
18929,4/26/2020,Recovered,Canada,4/27/2020 2:31,0,0,16883
18935,4/26/2020,Saskatchewan,Canada,4/27/2020 2:31,353,4,0
18963,4/26/2020,Yukon,Canada,4/27/2020 2:31,11,0,0
19149,4/27/2020,Alberta,Canada,4/28/2020 2:31,4696,75,0
19159,4/27/2020,British Columbia,Canada,4/28/2020 2:31,1998,104,0
19169,4/27/2020,Diamond Princess cruise ship,Canada,4/28/2020 2:31,0,1,0
19181,4/27/2020,Grand Princess,Canada,4/28/2020 2:31,13,0,0
19212,4/27/2020,Manitoba,Canada,4/28/2020 2:31,273,6,0
19225,4/27/2020,New Brunswick,Canada,4/28/2020 2:31,118,0,0
19232,4/27/2020,Newfoundland and Labrador,Canada,4/28/2020 2:31,258,3,0
19238,4/27/2020,Northwest Territories,Canada,4/28/2020 2:31,5,0,0
19239,4/27/2020,Nova Scotia,Canada,4/28/2020 2:31,900,24,0
19242,4/27/2020,Ontario,Canada,4/28/2020 2:31,15970,1023,0
19245,4/27/2020,Prince Edward Island,Canada,4/28/2020 2:31,26,0,0
19248,4/27/2020,Quebec,Canada,4/28/2020 2:31,24983,1600,0
19250,4/27/2020,Recovered,Canada,4/28/2020 2:31,0,0,18268
19256,4/27/2020,Saskatchewan,Canada,4/28/2020 2:31,365,5,0
19284,4/27/2020,Yukon,Canada,4/28/2020 2:31,11,0,0
19470,4/28/2020,Alberta,Canada,4/29/2020 2:32,4850,80,0
19480,4/28/2020,British Columbia,Canada,4/29/2020 2:32,2053,106,0
19490,4/28/2020,Diamond Princess cruise ship,Canada,4/29/2020 2:32,0,1,0
19502,4/28/2020,Grand Princess,Canada,4/29/2020 2:32,13,0,0
19533,4/28/2020,Manitoba,Canada,4/29/2020 2:32,273,6,0
19546,4/28/2020,New Brunswick,Canada,4/29/2020 2:32,118,0,0
19553,4/28/2020,Newfoundland and Labrador,Canada,4/29/2020 2:32,258,3,0
19559,4/28/2020,Northwest Territories,Canada,4/29/2020 2:32,5,0,0
19560,4/28/2020,Nova Scotia,Canada,4/29/2020 2:32,915,27,0
19563,4/28/2020,Ontario,Canada,4/29/2020 2:32,16500,1072,0
19566,4/28/2020,Prince Edward Island,Canada,4/29/2020 2:32,27,0,0
19569,4/28/2020,Quebec,Canada,4/29/2020 2:32,25761,1683,0
19571,4/28/2020,Recovered,Canada,4/29/2020 2:32,0,0,19231
19577,4/28/2020,Saskatchewan,Canada,4/29/2020 2:32,366,5,0
19605,4/28/2020,Yukon,Canada,4/29/2020 2:32,11,0,0
19791,4/29/2020,Alberta,Canada,4/30/2020 2:32,5165,87,0
19801,4/29/2020,British Columbia,Canada,4/30/2020 2:32,2087,109,0
19811,4/29/2020,Diamond Princess cruise ship,Canada,4/30/2020 2:32,0,1,0
19823,4/29/2020,Grand Princess,Canada,4/30/2020 2:32,13,0,0
19854,4/29/2020,Manitoba,Canada,4/30/2020 2:32,275,6,0
19867,4/29/2020,New Brunswick,Canada,4/30/2020 2:32,118,0,0
19874,4/29/2020,Newfoundland and Labrador,Canada,4/30/2020 2:32,258,3,0
19880,4/29/2020,Northwest Territories,Canada,4/30/2020 2:32,5,0,0
19881,4/29/2020,Nova Scotia,Canada,4/30/2020 2:32,935,28,0
19884,4/29/2020,Ontario,Canada,4/30/2020 2:32,16978,1153,0
19887,4/29/2020,Prince Edward Island,Canada,4/30/2020 2:32,27,0,0
19890,4/29/2020,Quebec,Canada,4/30/2020 2:32,26610,1762,0
19892,4/29/2020,Recovered,Canada,4/30/2020 2:32,0,0,20327
19898,4/29/2020,Saskatchewan,Canada,4/30/2020 2:32,383,6,0
19926,4/29/2020,Yukon,Canada,4/30/2020 2:32,11,0,0
20114,4/30/2020,Alberta,Canada,5/1/2020 2:32,5355,90,0
20124,4/30/2020,British Columbia,Canada,5/1/2020 2:32,2112,111,0
20134,4/30/2020,Diamond Princess cruise ship,Canada,5/1/2020 2:32,0,1,0
20146,4/30/2020,Grand Princess,Canada,5/1/2020 2:32,13,0,0
20177,4/30/2020,Manitoba,Canada,5/1/2020 2:32,277,6,0
20190,4/30/2020,New Brunswick,Canada,5/1/2020 2:32,118,0,0
20197,4/30/2020,Newfoundland and Labrador,Canada,5/1/2020 2:32,258,3,0
20203,4/30/2020,Northwest Territories,Canada,5/1/2020 2:32,5,0,0
20204,4/30/2020,Nova Scotia,Canada,5/1/2020 2:32,947,28,0
20207,4/30/2020,Ontario,Canada,5/1/2020 2:32,17395,1205,0
20210,4/30/2020,Prince Edward Island,Canada,5/1/2020 2:32,27,0,0
20213,4/30/2020,Quebec,Canada,5/1/2020 2:32,27550,1859,0
20215,4/30/2020,Recovered,Canada,5/1/2020 2:32,0,0,21424
20221,4/30/2020,Saskatchewan,Canada,5/1/2020 2:32,389,7,0
20249,4/30/2020,Yukon,Canada,5/1/2020 2:32,11,0,0
20437,5/1/2020,Alberta,Canada,5/2/2020 2:32,5573,92,0
20447,5/1/2020,British Columbia,Canada,5/2/2020 2:32,2145,112,0
20457,5/1/2020,Diamond Princess cruise ship,Canada,5/2/2020 2:32,1,1,0
20469,5/1/2020,Grand Princess,Canada,5/2/2020 2:32,13,0,0
20500,5/1/2020,Manitoba,Canada,5/2/2020 2:32,281,6,0
20513,5/1/2020,New Brunswick,Canada,5/2/2020 2:32,118,0,0
20520,5/1/2020,Newfoundland and Labrador,Canada,5/2/2020 2:32,259,3,0
20526,5/1/2020,Northwest Territories,Canada,5/2/2020 2:32,5,0,0
20527,5/1/2020,Nova Scotia,Canada,5/2/2020 2:32,959,29,0
20530,5/1/2020,Ontario,Canada,5/2/2020 2:32,17880,1265,0
20533,5/1/2020,Prince Edward Island,Canada,5/2/2020 2:32,27,0,0
20536,5/1/2020,Quebec,Canada,5/2/2020 2:32,28656,2022,0
20538,5/1/2020,Recovered,Canada,5/2/2020 2:32,0,0,22764
20544,5/1/2020,Saskatchewan,Canada,5/2/2020 2:32,415,7,0
20572,5/1/2020,Yukon,Canada,5/2/2020 2:32,11,0,0
